59100,ROUBAIX
59110,LA MADELEINE
59111,LIEU-SAINT-AMAND
59111,WAVRECHAIN-SOUS-FAULX
59111,HORDAIN
59111,BOUCHAIN
59112,CARNIN
59112,ANNOEULLIN
59113,SECLIN
59114,STEENVOORDE
59114,EECKE
59114,TERDEGHEM
59114,SAINT-SYLVESTRE-CAPPEL
59115,LEERS
59116,HOUPLINES
59117,WERVICQ-SUD
59118,WAMBRECHIES
59119,WAZIERS
59120,LOOS
59121,PROUVY
59121,HAULCHIN
59122,REXPOEDE
59122,OOST-CAPPEL
59122,HONDSCHOOTE
59122,KILLEM
59122,LES MOERES
59123,BRAY-DUNES
59123,ZUYDCOOTE
59124,ESCAUDAIN
59125,TRITH-SAINT-LEGER
59126,LINSELLES
59127,DEHERIES
59127,WALINCOURT-SELVIGNY
59127,ELINCOURT
59127,ESNES
59127,MALINCOURT
59128,FLERS-EN-ESCREBIEUX
59129,AVESNES-LES-AUBERT
59130,LAMBERSART
59131,ROUSIES
59132,EPPE-SAUVAGE
59132,OHAIN
59132,BAIVES
59132,MOUSTIER-EN-FAGNE
59132,TRELON
59132,WALLERS-EN-FAGNE
59132,GLAGEON
59133,CAMPHIN-EN-CAREMBAULT
59133,PHALEMPIN
59134,HERLIES
59134,BEAUCAMPS-LIGNY
59134,FOURNES-EN-WEPPES
59134,WICRES
59134,LE MAISNIL
59135,BELLAING
59135,WALLERS
59136,WAVRIN
59137,BUSIGNY
59138,PONT-SUR-SAMBRE
59138,VIEUX-MESNIL
59138,HARGNIES
59138,BACHANT
59139,WATTIGNIES
59139,NOYELLES-LES-SECLIN
59141,IWUY
59141,THUN-L'EVEQUE
59141,THUN-SAINT-MARTIN
59142,VILLERS-OUTREAUX
59143,WATTEN
59143,WULVERDINGHE
59143,HOLQUE
59143,SAINT-MOMELIN
59143,NIEURLET
59143,MILLAM
59143,LEDERZEELE
59144,WARGNIES-LE-GRAND
59144,ETH
59144,WARGNIES-LE-PETIT
59144,AMFROIPRET
59144,BRY
59144,PREUX-AU-SART
59144,JENLAIN
59144,GOMMEGNIES
59145,SASSEGNIES
59145,BERLAIMONT
59146,PECQUENCOURT
59147,HERRIN
59147,CHEMY
59147,GONDECOURT
59148,FLINES-LEZ-RACHES
59149,AIBES
59149,COUSOLRE
59149,BOUSIGNIES-SUR-ROC
59150,WATTRELOS
59151,BUGNICOURT
59151,ARLEUX
59151,HAMEL
59151,BRUNEMONT
59151,ESTREES
59152,CHERENG
59152,TRESSIN
59152,GRUSON
59152,ANSTAING
59153,GRAND-FORT-PHILIPPE
59154,CRESPIN
59155,FACHES-THUMESNIL
59156,LOURCHES
59157,BEAUVOIS-EN-CAMBRESIS
59157,FONTAINE-AU-PIRE
59158,MORTAGNE-DU-NORD
59158,FLINES-LES-MORTAGNE
59158,THUN-SAINT-AMAND
59158,MAULDE
59159,NOYELLES-SUR-ESCAUT
59159,RIBECOURT-LA-TOUR
59159,MARCOING
59160,CAPINGHEM
59161,RAMILLIES
59161,CAGNONCLES
59161,ESCAUDOEUVRES
59161,NAVES
59162,OSTRICOURT
59163,CONDE-SUR-L'ESCAUT
59163,THIVENCELLE
59163,SAINT-AYBERT
59164,MARPENT
59165,AUBERCHICOURT
59166,BOUSBECQUE
59167,LALLAING
59168,BOUSSOIS
59169,GOEULZIN
59169,FERIN
59169,CANTIN
59169,ROUCOURT
59169,ERCHIN
59170,CROIX
59171,HELESMES
59171,ERRE
59171,HORNAING
59172,ROEULX
59172,MASTAING
59173,RENESCURE
59173,BLARINGHEM
59173,EBBLINGHEM
59173,SERCUS
59173,LYNDE
59174,LA SENTINELLE
59175,VENDEVILLE
59175,TEMPLEMARS
59176,ECAILLON
59176,MASNY
59177,RAMOUSIES
59177,RAINSARS
59177,SAINS-DU-NORD
59178,HASNON
59178,MILLONFOSSE
59178,BOUSIGNIES
59178,BRILLON
59179,FENAIN
59180,CAPPELLE-LA-GRANDE
59181,STEENWERCK
59182,LOFFRE
59182,MONTIGNY-EN-OSTREVENT
59184,SAINGHIN-EN-WEPPES
59185,PROVIN
59186,ANOR
59187,DECHY
59188,SAINT-AUBERT
59188,VILLERS-EN-CAUCHIES
59188,SAINT-VAAST-EN-CAMBRESIS
59189,THIENNES
59189,BOESEGHEM
59189,STEENBECQUE
59190,WALLON-CAPPEL
59190,CAESTRE
59190,MORBECQUE
59190,HONDEGHEM
59190,PRADELLES
59190,BORRE
59190,HAZEBROUCK
59190,STAPLE
59191,LIGNY-EN-CAMBRESIS
59191,HAUCOURT-EN-CAMBRESIS
59191,CAULLERY
59192,BEUVRAGES
59193,ERQUINGHEM-LYS
59194,RACHES
59194,ANHIERS
59195,HERIN
59195,OISY
59198,HASPRES
59199,BRUILLE-SAINT-AMAND
59199,HERGNIES
59200,TOURCOING
59210,COUDEKERQUE-BRANCHE
59211,SANTES
59212,WIGNEHIES
59213,VENDEGIES-SUR-ECAILLON
59213,ESCARMAIN
59213,SAINT-MARTIN-SUR-ECAILLON
59213,CAPELLE
59213,BERMERAIN
59213,SOMMAING
59214,QUIEVY
59215,ABSCON
59216,DIMONT
59216,BEUGNIES
59216,SARS-POTERIES
59217,CARNIERES
59217,BEVILLERS
59217,BOUSSIERES-EN-CAMBRESIS
59217,CATTENIERES
59218,SALESCHES
59218,VENDEGIES-AU-BOIS
59218,NEUVILLE-EN-AVESNOIS
59218,POIX-DU-NORD
59219,LAROUILLIES
59219,ETROEUNGT
59219,FLOYON
59220,DENAIN
59220,ROUVIGNIES
59220,WAVRECHAIN-SOUS-DENAIN
59221,BAUVIN
59222,CROIX-CALUYAU
59222,BOUSIES
59222,FOREST-EN-CAMBRESIS
59223,RONCQ
59224,MONCHAUX-SUR-ECAILLON
59224,THIANT
59225,MONTIGNY-EN-CAMBRESIS
59225,CLARY
59226,RUMEGIES
59226,LECELLES
59227,MONTRECOURT
59227,SAULZOIR
59227,VERCHAIN-MAUGRE
59229,UXEM
59229,TETEGHEM
59230,NIVELLE
59230,SAINT-AMAND-LES-EAUX
59230,CHATEAU-L'ABBAYE
59230,SARS-ET-ROSIERES
59230,ROSULT
59231,GOUZEAUCOURT
59231,VILLERS-PLOUICH
59231,GONNELIEU
59232,VIEUX-BERQUIN
59233,MAING
59234,MONCHECOURT
59234,FRESSAIN
59234,VILLERS-AU-TERTRE
59235,BERSEE
59236,FRELINGHIEN
59237,VERLINGHEM
59238,MARETZ
59239,THUMERIES
59239,LA NEUVILLE
59241,MASNIERES
59242,GENECH
59242,TEMPLEUVE
59242,CAPPELLE-EN-PEVELE
59243,QUAROUBLE
59244,CARTIGNIES
59244,PETIT-FAYT
59244,GRAND-FAYT
59245,RECQUIGNIES
59246,MONS-EN-PEVELE
59247,FRESSIES
59247,HEM-LENGLET
59247,FECHAIN
59249,FROMELLES
59249,AUBERS
59250,HALLUIN
59251,ALLENNES-LES-MARAIS
59252,MARQUETTE-EN-OSTREVANT
59252,MARCQ-EN-OSTREVENT
59252,WASNES-AU-BAC
59253,LA GORGUE
59254,GHYVELDE
59255,HAVELUY
59258,LES RUES-DES-VIGNES
59258,CREVECOEUR-SUR-L'ESCAUT
59258,LESDAIN
59259,LECLUSE
59260,LEZENNES
59261,WAHAGNIES
59262,SAINGHIN-EN-MELANTOIS
59263,HOUPLIN-ANCOISNE
59264,ONNAING
59265,AUBENCHEUL-AU-BAC
59265,ABANCOURT
59265,SANCOURT
59265,AUBIGNY-AU-BAC
59265,HAYNECOURT
59266,HONNECOURT-SUR-ESCAUT
59266,BANTEUX
59266,BANTOUZELLE
59267,PROVILLE
59267,FLESQUIERES
59267,CANTAING-SUR-ESCAUT
59268,BLECOURT
59269,ARTRES
59269,SEPMERIES
59269,QUERENAING
59270,FLETRE
59270,SAINT-JANS-CAPPEL
59270,METEREN
59270,GODEWAERSVELDE
59270,BERTHEN
59270,STRAZEELE
59270,MERRIS
59270,BAILLEUL
59271,VIESLY
59272,DON
59273,FRETIN
59273,PERONNE-EN-MELANTOIS
59274,MARQUILLIES
59277,RIEUX-EN-CAMBRESIS
59278,ESCAUTPONT
59279,LOON-PLAGE
59279,CRAYWICK
59280,ARMENTIERES
59280,BOIS-GRENIER
59281,RUMILLY-EN-CAMBRESIS
59282,NOYELLES-SUR-SELLE
59282,DOUCHY-LES-MINES
59283,RAIMBEAUCOURT
59283,MONCHEAUX
59284,PITGAM
59285,ARNEKE
59285,RUBROUCK
59285,BUYSSCHEURE
59286,ROOST-WARENDIN
59287,GUESNAIN
59287,LEWARDE
59288,PREUX-AU-BOIS
59290,WASQUEHAL
59292,SAINT-HILAIRE-LEZ-CAMBRAI
59293,NEUVILLE-SUR-ESCAUT
59294,HAUSSY
59295,ESTRUN
59295,PAILLENCOURT
59296,AVESNES-LE-SEC
59297,VILLERS-GUISLAIN
59299,BOESCHEPE
59300,VALENCIENNES
59300,FAMARS
59300,AULNOY-LEZ-VALENCIENNES
59310,COUTICHES
59310,SAMEON
59310,MOUCHIN
59310,LANDAS
59310,AIX
59310,FAUMONT
59310,NOMAIN
59310,ORCHIES
59310,BEUVRY-LA-FORET
59310,AUCHY-LEZ-ORCHIES
59320,RADINGHEM-EN-WEPPES
59320,EMMERIN
59320,ENGLOS
59320,HALLENNES-LEZ-HAUBOURDIN
59320,ESCOBECQUES
59320,ERQUINGHEM-LE-SEC
59320,SEQUEDIN
59320,HAUBOURDIN
59320,ENNETIERES-EN-WEPPES
59330,ECLAIBES
59330,BOUSSIERES-SUR-SAMBRE
59330,BEAUFORT
59330,LIMONT-FONTAINE
59330,SAINT-REMY-DU-NORD
59330,HAUTMONT
59330,NEUF-MESNIL
59350,SAINT-ANDRE-LEZ-LILLE
59360,MAZINGHIEN
59360,LA GROISE
59360,POMMEREUIL
59360,CATILLON-SUR-SAMBRE
59360,NEUVILLY
59360,LE CATEAU-CAMBRESIS
59360,REJET-DE-BEAULIEU
59360,BAZUEL
59360,MONTAY
59360,ORS
59360,SAINT-SOUPLET
59360,SAINT-BENIN
59370,MONS-EN-BAROEUL
59380,BERGUES
59380,WYLDER
59380,SOCX
59380,CROCHTE
59380,QUAEDYPRE
59380,ARMBOUTS-CAPPEL
59380,BISSEZEELE
59380,WARHEM
59380,SPYCKER
59380,BIERNE
59380,STEENE
59380,COUDEKERQUE-VILLAGE
59380,WEST-CAPPEL
59390,LANNOY
59390,LYS-LEZ-LANNOY
59390,SAILLY-LEZ-LANNOY
59390,TOUFFLERS
59400,ESWARS
59400,SERANVILLERS-FORENVILLE
59400,WAMBAIX
59400,ANNEUX
59400,ESTOURMEL
59400,CAUROIR
59400,AWOINGT
59400,CAMBRAI
59400,FONTAINE-NOTRE-DAME
59400,NIERGNIES
59410,ANZIN
59420,MOUVAUX
59440,FLAUMONT-WAUDRECHIES
59440,DOURLERS
59440,BAS-LIEU
59440,DOMPIERRE-SUR-HELPE
59440,HAUT-LIEU
59440,SEMOUSIES
59440,AVESNELLES
59440,FLOURSIES
59440,SAINT-AUBIN
59440,SEMERIES
59440,SAINT-HILAIRE-SUR-HELPE
59440,BOULOGNE-SUR-HELPE
59440,AVESNES-SUR-HELPE
59440,MARBAIX
59450,SIN-LE-NOBLE
59460,JEUMONT
59470,HOUTKERQUE
59470,BROXEELE
59470,VOLCKERINCKHOVE
59470,WORMHOUT
59470,BAMBECQUE
59470,ZEGERSCAPPEL
59470,BOLLEZEELE
59470,LEDRINGHEM
59470,MERCKEGHEM
59470,HERZEELE
59470,ESQUELBECQ
59470,ERINGHEM
59480,LA BASSEE
59480,ILLIES
59490,BRUILLE-LEZ-MARCHIENNES
59490,SOMAIN
59492,HOYMILLE
59494,AUBRY-DU-HAINAUT
59494,PETITE-FORET
59495,LEFFRINCKOUCKE
59496,SALOME
59496,HANTAY
59500,DOUAI
59510,FOREST-SUR-MARQUE
59510,HEM
59520,MARQUETTE-LEZ-LILLE
59530,HECQ
59530,ENGLEFONTAINE
59530,RUESNES
59530,FRASNOY
59530,JOLIMETZ
59530,LOUVIGNIES-QUESNOY
59530,ORSINVAL
59530,POTELLE
59530,VILLEREAU
59530,LOCQUIGNOL
59530,RAUCOURT-AU-BOIS
59530,VILLERS-POL
59530,GHISSIGNIES
59530,LE QUESNOY
59530,BEAUDIGNIES
59540,BEAUMONT-EN-CAMBRESIS
59540,CAUDRY
59540,INCHY
59540,BETHENCOURT
59550,LANDRECIES
59550,LE FAVRIL
59550,FONTAINE-AU-BOIS
59550,ROBERSART
59550,TAISNIERES-EN-THIERACHE
59550,MAROILLES
59550,NOYELLES-SUR-SAMBRE
59550,PRISCHES
59550,BEAUREPAIRE-SUR-SAMBRE
59551,ATTICHES
59551,TOURMIGNIES
59552,COURCHELETTES
59552,LAMBRES-LEZ-DOUAI
59553,ESQUERCHIN
59553,LAUWIN-PLANQUE
59553,CUINCY
59554,TILLOY-LEZ-CAMBRAI
59554,RAILLENCOURT-SAINTE-OLLE
59554,SAILLY-LEZ-CAMBRAI
59554,BANTIGNY
59554,NEUVILLE-SAINT-REMY
59554,CUVILLERS
59560,WARNETON
59560,COMINES
59570,BERMERIES
59570,BAVAY
59570,LA FLAMENGRIE
59570,AUDIGNIES
59570,TAISNIERES-SUR-HON
59570,LA LONGUEVILLE
59570,HOUDAIN-LEZ-BAVAY
59570,SAINT-WAAST
59570,GUSSIGNIES
59570,HON-HERGIES
59570,BETTRECHIES
59570,MECQUIGNIES
59570,OBIES
59570,BELLIGNIES
59580,ANICHE
59580,EMERCHICOURT
59590,RAISMES
59600,ELESMES
59600,MAIRIEUX
59600,MAUBEUGE
59600,BERSILLIES
59600,ASSEVENT
59600,VIEUX-RENG
59600,GOGNIES-CHAUSSEE
59600,BETTIGNIES
59600,VILLERS-SIRE-NICOLE
59610,FOURMIES
59610,FERON
59620,LEVAL
59620,MONCEAU-SAINT-WAAST
59620,AULNOYE-AYMERIES
59620,SAINT-REMY-CHAUSSEE
59620,ECUELIN
59630,BOURBOURG
59630,SAINT-PIERRE-BROUCK
59630,DRINCHAM
59630,CAPPELLE-BROUCK
59630,BROUCKERQUE
59630,LOOBERGHE
59660,MERVILLE
59670,ZUYTPEENE
59670,BAVINCHOVE
59670,NOORDPEENE
59670,CASSEL
59670,HARDIFORT
59670,ZERMEZEELE
59670,OXELAERE
59670,WINNEZEELE
59670,OCHTEZEELE
59670,SAINTE-MARIE-CAPPEL
59670,WEMAERS-CAPPEL
59670,OUDEZEELE
59680,CERFONTAINE
59680,WATTIGNIES-LA-VICTOIRE
59680,QUIEVELON
59680,OBRECHIES
59680,FERRIERE-LA-PETITE
59680,COLLERET
59680,FERRIERE-LA-GRANDE
59680,DAMOUSIES
59690,VIEUX-CONDE
59700,MARCQ-EN-BAROEUL
59710,ENNEVELIN
59710,PONT-A-MARCQ
59710,AVELIN
59710,MERIGNIES
59720,LOUVROIL
59730,SOLESMES
59730,ROMERIES
59730,BRIASTRE
59730,VERTAIN
59730,SAINT-PYTHON
59730,BEAURAIN
59740,DIMECHAUX
59740,BEAURIEUX
59740,LIESSIES
59740,SOLRINNES
59740,BERELLES
59740,SOLRE-LE-CHATEAU
59740,WILLIES
59740,HESTRUD
59740,CLAIRFAYTS
59740,FELLERIES
59740,LEZ-FONTAINE
59740,ECCLES
59740,CHOISIES
59750,FEIGNIES
59760,GRANDE-SYNTHE
59770,MARLY
59780,BAISIEUX
59780,WILLEMS
59780,CAMPHIN-EN-PEVELE
59790,RONCHIN
59810,LESQUIN
59820,SAINT-GEORGES-SUR-L'AA
59820,GRAVELINES
59830,LOUVIL
59830,WANNEHAIN
59830,BOUVINES
59830,COBRIEUX
59830,BACHY
59830,CYSOING
59830,BOURGHELLES
59840,PERENCHIES
59840,PREMESQUES
59840,LOMPRET
59850,NIEPPE
59860,BRUAY-SUR-L'ESCAUT
59870,WARLAING
59870,RIEULAY
59870,WANDIGNIES-HAMAGE
59870,BOUVIGNIES
59870,TILLOY-LEZ-MARCHIENNES
59870,MARCHIENNES
59870,VRED
59880,SAINT-SAULVE
59890,QUESNOY-SUR-DEULE
59890,DEULEMONT
59910,BONDUES
59920,QUIEVRECHAIN
59930,LA CHAPELLE-D'ARMENTIERES
59940,NEUF-BERQUIN
59940,ESTAIRES
59940,LE DOULIEU
59950,AUBY
59960,NEUVILLE-EN-FERRAIN
59970,FRESNES-SUR-ESCAUT
59970,ODOMEZ
59970,VICQ
59980,HONNECHY
59980,BERTRY
59980,TROISVILLES
59980,MAUROIS
59980,REUMONT
59990,SEBOURG
59990,MARESCHES
59990,ROMBIES-ET-MARCHIPONT
59990,SAULTAIN
59990,CURGIES
59990,ESTREUX
59990,PRESEAU
